,x,y,color,label,model
0,1.1267551812886483,6.535857337204143,blue,linda,dv
1,6.265069603028916,0.8768666752493972,blue,bill,dv
2,13.560757290654577,0.34785317137041183,red,new linda/bill,dv
3,19.349346399005256,0.21881023720247592,red,new linda/bill,dv
4,14.691773528147714,0.3054397707250547,red,new linda/bill,dv
5,20.82801871786328,0.21827137145378214,red,new linda/bill,dv
6,17.550572951538648,0.23847585759370482,red,new linda/bill,dv
7,11.332727603011993,0.42539258182770784,red,new linda/bill,dv
8,10.630573805824524,0.4743420968182253,red,new linda/bill,dv
9,12.109968947485664,0.4053714182410853,red,new linda/bill,dv
10,1597.6909468496583,0.002976972313168721,red,new linda/bill,dv
11,1307.5638786933628,0.003564313293898251,red,new linda/bill,dv
12,53.40154399018527,0.09779014865923405,red,new linda/bill,dv
13,39.21458396304097,0.1396118566607999,red,new linda/bill,dv
14,671.7749535052205,0.006200603644364569,red,new linda/bill,dv
15,32.8220778914419,0.13813636765720397,red,new linda/bill,dv
16,17.138346269683083,0.271953457944164,red,new linda/bill,dv
17,299.6254291545867,0.013821239313987913,red,new linda/bill,dv
18,13.558757639491253,0.34775163461278474,red,new linda/bill,dv
19,19.199510791725505,0.22072411234594416,red,new linda/bill,dv
20,14.48590415667304,0.3097167666044278,red,new linda/bill,dv
21,20.834497168075348,0.21819804143625116,red,new linda/bill,dv
22,17.488704633502422,0.23941606502105642,red,new linda/bill,dv
23,11.375883262355707,0.4237851877132701,red,new linda/bill,dv
24,10.679235053203895,0.4699179502042589,red,new linda/bill,dv
25,12.148588651897168,0.4038809947704598,red,new linda/bill,dv
26,1446.7305507752778,0.003278046129096104,red,new linda/bill,dv
27,1307.7971998823261,0.003550994262742372,red,new linda/bill,dv
28,53.21340651825032,0.09815188943545898,red,new linda/bill,dv
29,39.64185009783042,0.1379501247480545,red,new linda/bill,dv
30,845.860796133096,0.004930733102236689,red,new linda/bill,dv
31,32.81823610448019,0.13808183418462272,red,new linda/bill,dv
32,17.46888537957971,0.2661486939088409,red,new linda/bill,dv
33,305.03372126168847,0.013583398710958481,red,new linda/bill,dv
34,13.54015699923294,0.3485481796511844,red,new linda/bill,dv
35,19.332143611634425,0.2191667374444978,red,new linda/bill,dv
36,14.526855360314908,0.30885699351621604,red,new linda/bill,dv
37,20.813846443859106,0.21849375794959006,red,new linda/bill,dv
38,17.53840110173471,0.23868003151338424,red,new linda/bill,dv
39,11.375883262355707,0.4237851877132701,red,new linda/bill,dv
40,10.673625592875794,0.47037993395907124,red,new linda/bill,dv
41,12.046393168436014,0.40748117273695794,red,new linda/bill,dv
42,1382.4475416893206,0.0034413910612991335,red,new linda/bill,dv
43,1394.3394313719634,0.0033311047634586384,red,new linda/bill,dv
44,53.44357739652567,0.09770294272639277,red,new linda/bill,dv
45,39.919694963965284,0.1368881610325092,red,new linda/bill,dv
46,946.1568433254527,0.00440155704844242,red,new linda/bill,dv
47,32.8220778914419,0.13813636765720397,red,new linda/bill,dv
48,17.162195978903345,0.27113114125534493,red,new linda/bill,dv
49,308.81070154589986,0.01341442138485933,red,new linda/bill,dv
50,13.549501023022051,0.3481459874120814,red,new linda/bill,dv
51,19.34927389500806,0.21892268539160623,red,new linda/bill,dv
52,14.535294332492487,0.3086607526310313,red,new linda/bill,dv
53,20.813846443859106,0.21849375794959006,red,new linda/bill,dv
54,17.555727499886448,0.23842940869344506,red,new linda/bill,dv
55,11.35347384401409,0.4247324116205112,red,new linda/bill,dv
56,10.768935902305687,0.46528564682556206,red,new linda/bill,dv
57,12.131584961636896,0.40450976162509106,red,new linda/bill,dv
58,1446.7305507752778,0.003278046129096104,red,new linda/bill,dv
59,1461.1490864930818,0.0031892517738012667,red,new linda/bill,dv
60,53.28909002363914,0.09801598461667464,red,new linda/bill,dv
61,39.195964461689194,0.1396928105104439,red,new linda/bill,dv
62,492.6325073260639,0.008488274774300742,red,new linda/bill,dv
63,32.88772111897304,0.13775492681540863,red,new linda/bill,dv
64,17.14591282362814,0.2715343558921015,red,new linda/bill,dv
65,305.03372126168847,0.013583398710958481,red,new linda/bill,dv
66,13.549501023022051,0.3481459874120814,red,new linda/bill,dv
67,19.200101956244335,0.22073895855648462,red,new linda/bill,dv
68,14.700532583291286,0.30502626787064285,red,new linda/bill,dv
69,20.724668173867908,0.21935481841818166,red,new linda/bill,dv
70,17.55022436057811,0.23837917686448865,red,new linda/bill,dv
71,11.408795284998982,0.4223091790235027,red,new linda/bill,dv
72,10.642018340233433,0.4719662558065308,red,new linda/bill,dv
73,12.131584961636896,0.40450976162509106,red,new linda/bill,dv
74,1446.7305507752778,0.003278046129096104,red,new linda/bill,dv
75,1604.8272021699804,0.002904030504574491,red,new linda/bill,dv
76,53.845918933428216,0.09695797831171557,red,new linda/bill,dv
77,39.633510015942726,0.13798065882790225,red,new linda/bill,dv
78,845.860796133096,0.004930733102236689,red,new linda/bill,dv
79,32.68050523205135,0.1386318727655953,red,new linda/bill,dv
80,17.08609860035159,0.272716325910665,red,new linda/bill,dv
81,260.00927820285705,0.01594993034870888,red,new linda/bill,dv
82,13.52367155102729,0.34889283672952554,red,new linda/bill,dv
83,19.24682721327549,0.2202017930100634,red,new linda/bill,dv
84,13.907426260406506,0.32596138757246484,red,new linda/bill,dv
85,20.773170980614783,0.21886432148729856,red,new linda/bill,dv
86,17.55022436057811,0.23837917686448865,red,new linda/bill,dv
87,11.332727603011993,0.42539258182770784,red,new linda/bill,dv
88,10.641290580441954,0.47179105438786906,red,new linda/bill,dv
89,12.131584961636896,0.40450976162509106,red,new linda/bill,dv
90,1333.0205354115803,0.003570158892766467,red,new linda/bill,dv
91,1426.1061534096148,0.003268110703678928,red,new linda/bill,dv
92,53.18188505069805,0.09820347454151296,red,new linda/bill,dv
93,39.762794586399075,0.13759753226730057,red,new linda/bill,dv
94,786.0558641561478,0.0052998916515135846,red,new linda/bill,dv
95,32.83140421176707,0.1380247259701792,red,new linda/bill,dv
96,16.96673057263272,0.275104234812794,red,new linda/bill,dv
97,306.1152949541881,0.01353365156805976,red,new linda/bill,dv
98,13.476930611182794,0.35029370909059965,red,new linda/bill,dv
99,19.297602974921848,0.21945795725453446,red,new linda/bill,dv
100,14.48590415667304,0.3097167666044278,red,new linda/bill,dv
101,20.773170980614783,0.21886432148729856,red,new linda/bill,dv
102,17.505174342663405,0.23903475025306428,red,new linda/bill,dv
103,11.375883262355707,0.4237851877132701,red,new linda/bill,dv
104,10.666968210772138,0.47070231387726025,red,new linda/bill,dv
105,12.137532568587913,0.4041273639433276,red,new linda/bill,dv
106,1623.2789059927388,0.0029317842049875063,red,new linda/bill,dv
107,1353.7207992011276,0.0034433242328652854,red,new linda/bill,dv
108,53.397250001789786,0.09780416279757338,red,new linda/bill,dv
109,38.93249481115082,0.14064696584202155,red,new linda/bill,dv
110,492.6325073260639,0.008488274774300742,red,new linda/bill,dv
111,32.52077069067721,0.13943644585430714,red,new linda/bill,dv
112,17.31291423597512,0.26880685259538767,red,new linda/bill,dv
113,207.5829165545165,0.020011115514880867,red,new linda/bill,dv
114,13.492477410665161,0.3498886630090159,red,new linda/bill,dv
115,19.34927389500806,0.21892268539160623,red,new linda/bill,dv
116,14.48590415667304,0.3097167666044278,red,new linda/bill,dv
117,20.6924316633138,0.2197244845786871,red,new linda/bill,dv
118,17.547969627740002,0.2385141182628187,red,new linda/bill,dv
119,11.375526391787401,0.4243235789167805,red,new linda/bill,dv
120,10.658979137457303,0.47110503721304203,red,new linda/bill,dv
121,12.115665663452932,0.405321529338415,red,new linda/bill,dv
122,1481.7960789288645,0.003210331290152301,red,new linda/bill,dv
123,1499.162548525868,0.0031088467030875645,red,new linda/bill,dv
124,48.38918223647445,0.10846141158492054,red,new linda/bill,dv
125,39.762794586399075,0.13759753226730057,red,new linda/bill,dv
126,571.3288095697227,0.007291927562407594,red,new linda/bill,dv
127,32.52077069067721,0.13943644585430714,red,new linda/bill,dv
128,17.139334736746637,0.27193665413061086,red,new linda/bill,dv
129,285.3602315403914,0.014516252271568015,red,new linda/bill,dv
130,13.526391734629206,0.34860478223808905,red,new linda/bill,dv
131,19.258477382032254,0.2199967826788442,red,new linda/bill,dv
132,14.722211926619828,0.30456063796860067,red,new linda/bill,dv
133,20.6924316633138,0.2197244845786871,red,new linda/bill,dv
134,17.505174342663405,0.23903475025306428,red,new linda/bill,dv
135,11.332727603011993,0.42539258182770784,red,new linda/bill,dv
136,10.642018340233433,0.4719662558065308,red,new linda/bill,dv
137,12.168584796574095,0.40295206009414425,red,new linda/bill,dv
138,1446.7305507752778,0.003278046129096104,red,new linda/bill,dv
139,1346.1972486604657,0.0034504719166250255,red,new linda/bill,dv
140,53.98920265787878,0.09670336647969896,red,new linda/bill,dv
141,39.63804672725673,0.13796425380500532,red,new linda/bill,dv
142,845.860796133096,0.004930733102236689,red,new linda/bill,dv
143,33.386934664419556,0.13555410445154753,red,new linda/bill,dv
144,17.210079821434796,0.27060033320175375,red,new linda/bill,dv
145,150.0180204755336,0.027823932276470686,red,new linda/bill,dv
146,13.575357293037838,0.3474465590574185,red,new linda/bill,dv
147,19.34927389500806,0.21892268539160623,red,new linda/bill,dv
148,14.533743599377194,0.30875788397114307,red,new linda/bill,dv
149,20.773170980614783,0.21886432148729856,red,new linda/bill,dv
150,16.983638490655174,0.24692801739150222,red,new linda/bill,dv
151,11.35347384401409,0.4247324116205112,red,new linda/bill,dv
152,10.642018340233433,0.4719662558065308,red,new linda/bill,dv
153,12.109846768963088,0.4053316900195255,red,new linda/bill,dv
154,1513.248778826458,0.0031442476737644017,red,new linda/bill,dv
155,1275.3517573157014,0.0036551370753487708,red,new linda/bill,dv
156,53.38797856109171,0.09783706442718934,red,new linda/bill,dv
157,39.11260978672918,0.1399897651569154,red,new linda/bill,dv
158,416.1027405572112,0.010061302407952341,red,new linda/bill,dv
159,32.88772111897304,0.13775492681540863,red,new linda/bill,dv
160,17.422853458545568,0.26720126144554157,red,new linda/bill,dv
161,305.03372126168847,0.013583398710958481,red,new linda/bill,dv
162,13.575357293037838,0.3474465590574185,red,new linda/bill,dv
163,19.279404622429396,0.21980256362295078,red,new linda/bill,dv
164,14.477822492041728,0.3099055645158782,red,new linda/bill,dv
165,20.813846443859106,0.21849375794959006,red,new linda/bill,dv
166,17.555727499886448,0.23842940869344506,red,new linda/bill,dv
167,11.376285796220246,0.42370818032118845,red,new linda/bill,dv
168,10.662633643004098,0.4709883334647248,red,new linda/bill,dv
169,12.072415516746009,0.4065374470848779,red,new linda/bill,dv
170,1434.6031746148356,0.0033058842496382318,red,new linda/bill,dv
171,1346.1972486604657,0.0034504719166250255,red,new linda/bill,dv
172,53.80779852834336,0.09705479142070371,red,new linda/bill,dv
173,39.29271170273717,0.1391963427649665,red,new linda/bill,dv
174,663.3587585930911,0.00628048142176863,red,new linda/bill,dv
175,32.81823610448019,0.13808183418462272,red,new linda/bill,dv
176,17.25762547676255,0.2701251197219995,red,new linda/bill,dv
177,299.6254291545867,0.013821239313987913,red,new linda/bill,dv
178,13.526896717749715,0.34858960300035213,red,new linda/bill,dv
179,19.31871248832318,0.21927473070835451,red,new linda/bill,dv
180,14.595732933662012,0.3071892327758346,red,new linda/bill,dv
181,20.883970314694515,0.21765237159601705,red,new linda/bill,dv
182,17.352299014853912,0.24153628930996018,red,new linda/bill,dv
183,11.351451014275922,0.42438821423090994,red,new linda/bill,dv
184,10.768935902305687,0.46528564682556206,red,new linda/bill,dv
185,12.131584961636896,0.40450976162509106,red,new linda/bill,dv
186,1301.5002095243617,0.0036569313844552415,red,new linda/bill,dv
187,1507.6615037778442,0.003091238220047803,red,new linda/bill,dv
188,53.75279444499543,0.0971404668795913,red,new linda/bill,dv
189,39.195964461689194,0.1396928105104439,red,new linda/bill,dv
190,845.860796133096,0.004930733102236689,red,new linda/bill,dv
191,32.52077069067721,0.13943644585430714,red,new linda/bill,dv
192,17.223609990685457,0.2707095417962911,red,new linda/bill,dv
193,348.1144478821284,0.01187487047908918,red,new linda/bill,dv
194,13.53313968894272,0.3484772593362813,red,new linda/bill,dv
195,19.200101956244335,0.22073895855648462,red,new linda/bill,dv
196,14.463537391998232,0.31007994866851213,red,new linda/bill,dv
197,20.773170980614783,0.21886432148729856,red,new linda/bill,dv
198,17.55022436057811,0.23837917686448865,red,new linda/bill,dv
199,11.375883262355707,0.4237851877132701,red,new linda/bill,dv
200,10.647362244008288,0.47156722020116026,red,new linda/bill,dv
201,12.156401612598948,0.4033730220173586,red,new linda/bill,dv
202,1577.311931109585,0.0030169555603922374,red,new linda/bill,dv
203,1507.6615037778442,0.003091238220047803,red,new linda/bill,dv
204,53.44357739652567,0.09770294272639277,red,new linda/bill,dv
205,39.20895157835337,0.13947294175916675,red,new linda/bill,dv
206,553.8744706946806,0.0075605145282409535,red,new linda/bill,dv
207,32.52077069067721,0.13943644585430714,red,new linda/bill,dv
208,16.96673057263272,0.275104234812794,red,new linda/bill,dv
209,306.30155531129657,0.013527830542987491,red,new linda/bill,dv
210,13.449753387369972,0.3512894769934548,red,new linda/bill,dv
211,19.231523682531897,0.2203473023395574,red,new linda/bill,dv
212,14.526855360314908,0.30885699351621604,red,new linda/bill,dv
213,20.6924316633138,0.2197244845786871,red,new linda/bill,dv
214,17.550572951538648,0.23847585759370482,red,new linda/bill,dv
215,11.360941469217213,0.4240026081726476,red,new linda/bill,dv
216,10.669010752937305,0.4706476722440063,red,new linda/bill,dv
217,12.153623191950897,0.4036319086946818,red,new linda/bill,dv
218,1444.6539994833643,0.0032920962342396047,red,new linda/bill,dv
219,1507.6615037778442,0.003091238220047803,red,new linda/bill,dv
220,53.88530933522032,0.09688683687010442,red,new linda/bill,dv
221,39.919694963965284,0.1368881610325092,red,new linda/bill,dv
222,764.4597028917112,0.0054486685526917555,red,new linda/bill,dv
223,32.81823610448019,0.13808183418462272,red,new linda/bill,dv
224,16.96673057263272,0.275104234812794,red,new linda/bill,dv
